"Function","test_id","bias","variance","mse"
"func_poly_deg3",38,0.139773826802676,0.0747851212120293,0.0943218438710938
"func_poly_deg3",39,0.0386615596342463,0.111445482017233,0.112940198210585
"func_poly_deg3",40,-0.573486723412538,1.08497194488556,1.413858966816
"func_poly_deg3",41,0.14639302807963,0.354781382349361,0.376212301019684
"func_poly_deg3",42,0.0687232912354601,0.75213588900116,0.756858779759394
"func_poly_deg3",43,0.129275262847752,0.171309417519913,0.188021511104269
"func_poly_deg3",44,0.296420620594871,0.178246856712673,0.266112041026521
"func_poly_deg3",45,-0.107599757588921,0.281544923592487,0.293122631425682
"func_poly_deg3",46,-0.429026711571174,1.00843209216162,1.19249601140319
"func_poly_deg3",47,0.3489927705936,0.0414867326401816,0.163282686566778
"func_poly_deg3",48,-0.0816078823713892,0.208068803412676,0.214728649877818
"func_poly_deg3",49,0.342079831021176,0.0490969757354941,0.16611558652697
"func_poly_deg3",50,0.289759932394794,0.327328280471986,0.411289098893421
"func_poly_deg3",51,0.0315340382472441,0.143492159239956,0.144486554808134
"func_poly_deg3",52,0.356250950745636,0.0632052724957094,0.190120012402879
"func_poly_deg3",53,0.144945364236131,0.0640150054412962,0.085024164054841
"func_poly_deg3",54,-0.23864750311807,0.377596280068589,0.434548910813078
"func_poly_deg3",55,-2.41011654130174,9.96047004503321,15.7691317876895
"func_poly_deg3",56,0.0546247590644187,0.0798285659759442,0.08281243027879
"func_poly_deg3",57,0.0841063817677372,0.420175757393753,0.427249640847814
"func_poly_deg3",58,0.3765357396228,0.0455967390138305,0.18737590222712
"func_poly_deg3",59,-0.189896579072595,1.20292793127622,1.2389886420197
"func_poly_deg3",60,0.224209589319827,0.130774529060805,0.181044469003771
"func_poly_deg3",61,-1.05498408803062,4.17259247068066,5.28558389667846
"func_poly_deg3",62,0.133688649739944,0.0868085609193269,0.104681215988616
"func_poly_deg3",63,0.292483529454685,0.0447484938549722,0.130295108857242
"func_poly_deg3",64,-0.183180861577992,0.268900989011265,0.302456217059721
"func_poly_deg3",65,0.0469020540140547,0.17386517122772,0.176064973898457
"func_poly_deg3",66,0.0179319704596079,3.27032317363894,3.2706447292035
"func_poly_deg3",67,0.07117064677656,0.10455187210885,0.109617133071444
"func_poly_deg3",68,0.13315106418042,0.0761284245140375,0.0938576304064159
"func_poly_deg3",69,-0.593347725484694,3.4033460257608,3.75540754909866
"func_poly_deg3",70,-0.798094269795544,3.15160245860962,3.7885569220901
"func_poly_deg3",71,0.102833930046489,0.0524345292851943,0.0630093464540004
"func_poly_deg3",72,0.0932349925365641,2.84512702631821,2.85381979015151
"func_poly_deg3",73,0.228142852256178,0.245921721538399,0.297970882573984
"func_poly_deg3",74,0.275695904884588,0.0626574422522833,0.138665674222415
"func_poly_deg3",75,-0.702014327337116,3.26419951477127,3.75702363055786
"func_poly_deg3",76,-0.0186937035677378,0.141528505673229,0.141877960226308
"func_poly_deg3",77,-0.377343110592178,1.79733172672941,1.93971954984079
"func_poly_deg3",78,-0.0831028996910022,0.754497481371602,0.761403573308654
"func_poly_deg3",79,0.207750759151179,0.0537577289448445,0.0969181068727355
"func_poly_deg3",80,0.0283985765379612,0.126539750317519,0.127346229466902
"func_poly_deg3",81,-0.310994295790592,4.74631515864541,4.8430326106597
"func_poly_deg3",82,0.249090673110431,0.199067514141022,0.26111367757163
"func_poly_deg3",83,-0.210244663002651,0.575061637754432,0.61926445607553
"func_poly_deg3",84,0.119844327964141,0.253546152199744,0.26790881514492
"func_poly_deg3",85,-0.316558490150931,0.808947526537683,0.90915680422432
"func_poly_deg3",86,0.391307560305346,0.0359116357496488,0.189033242501771
"func_poly_deg3",87,0.41905032110994,0.0360936309292884,0.211696802551632
"func_poly_deg3",88,0.12557335203844,0.197041495381194,0.212810162123363
"func_poly_deg3",89,-1.05909701039303,3.59873779559706,4.72042427302051
"func_poly_deg3",90,0.274158715836572,0.0527210520522176,0.127884053521376
"func_poly_deg3",91,0.0902986531961905,0.0924660900727244,0.10061993684177
"func_poly_deg3",92,0.0251073452921406,0.716500401832899,0.717130780620518
"func_poly_deg3",93,-0.425878055643473,1.16278186631038,1.34415398458904
"func_poly_deg3",94,0.213558702284457,0.0727994798027684,0.11840679912419
"func_poly_deg3",95,-1.06736316235282,8.59507703768124,9.73434115802905
"func_poly_deg3",96,-0.14133510955741,1.30262884727104,1.32260446046465
"func_poly_deg3",97,-0.740430895299503,1.07865141915311,1.62688932986713
"func_poly_deg3",98,-0.248528317991594,1.4018196755358,1.46358600037953
"func_poly_deg3",99,-2.74450509136344,9.20398364919118,16.736291845711
"func_poly_deg3",100,-0.0187387673117411,0.122133794854717,0.12248493625508
"func_poly_deg4",1,1.15248643886448,0.239687810427581,1.56791280219412
"func_poly_deg4",2,1.16208700311216,0.293147048399672,1.64359325120187
"func_poly_deg4",3,-19.677946742915,465.295794341139,852.517382358136
"func_poly_deg4",4,1.13031949739127,0.245256490367356,1.5228786565502
"func_poly_deg4",5,1.32778231973529,0.240409186095304,2.00341507469692
"func_poly_deg4",6,1.14654325230532,0.338113916922248,1.65267534632912
"func_poly_deg4",7,0.656127842702935,0.324674653963692,0.755178399933699
"func_poly_deg4",8,-5.10155129535109,114.681353443499,140.707179062598
"func_poly_deg4",9,0.87837971910716,0.260540559570121,1.03209149050889
"func_poly_deg4",10,1.24483379286821,0.251118663217884,1.80072983508454
"func_poly_deg4",11,1.08485382405753,0.354907251900062,1.53181507147232
"func_poly_deg4",12,1.13373729732801,0.248397425138895,1.53375768449151
"func_poly_deg4",13,0.113665878578453,0.855976264957188,0.8688961969102
"func_poly_deg4",14,0.315342013575191,0.460806565335902,0.560247150861558
"func_poly_deg4",15,-17.9525598421294,361.348261266567,683.642666151803
"func_poly_deg4",16,1.11320363137999,0.251011591698177,1.49023391661578
"func_poly_deg4",17,-3.02588175625304,22.8606402864836,32.0166006893086
"func_poly_deg4",18,-7.87229690770101,98.9655915201547,160.938650123154
"func_poly_deg4",19,1.01502531939899,0.258988126545013,1.28926452556603
"func_poly_deg4",20,0.827612364977722,0.303180674157734,0.988122900821752
"func_poly_deg4",21,1.1484424824184,0.241651964484359,1.5605720999077
"func_poly_deg4",22,0.701450014150344,0.495961406142335,0.987993528493853
"func_poly_deg4",23,1.18001346203348,0.322170135915131,1.71460190649536
"func_poly_deg4",24,-1.74036804883979,5.97325507942565,9.00213602484805
"func_poly_deg4",25,-1.36514671979871,10.2218379642472,12.0854635308244
"func_poly_deg4",26,1.11163617334314,0.357066935184081,1.59280191706906
"func_poly_deg4",27,0.261418621225037,0.758812594217028,0.827152289740227
"func_poly_deg4",28,0.479691960519294,0.94259836987706,1.1727027468639
"func_poly_deg4",29,1.12719257206936,0.265975594919198,1.53653868944753
"func_poly_deg4",30,-0.868839792895052,4.89638088784343,5.65126347356134
"func_poly_deg4",31,1.13128082973395,0.257678358840856,1.53747467456438
"func_poly_deg4",32,1.21627945270757,0.316867978401127,1.79620368547975
"func_poly_deg4",33,0.033062551030508,1.01957915224856,1.0206722845292
"func_poly_deg4",34,-18.3342400102342,395.24023399202,731.384590744892
"func_poly_deg4",35,-1.53464128921277,10.9753109016474,13.330434788204
"func_poly_deg4",36,0.781469411416663,0.497619131953075,1.10831357293298
"func_poly_deg4",37,1.12579010594752,0.245465648317123,1.51286901096644
"func_poly_deg4",38,1.1714429588736,0.255528831204591,1.62780743709912
"func_poly_deg4",39,1.01949368692504,0.388781458715482,1.42814883639549
"func_poly_deg4",40,-0.746339776716246,2.13650849325794,2.69353155556679
"func_poly_deg4",41,1.20805218117077,0.241515203336269,1.70090527576772
"func_poly_deg4",42,-1.4622678306981,10.5318299897301,12.6700571984247
"func_poly_deg4",43,-0.753541032976413,5.07162427029976,5.63944835867892
"func_poly_deg4",44,-3.0356915955484,32.8591997759489,42.074623239232
"func_poly_deg4",45,-1.25833094995691,13.5360230714744,15.1194198510939
"func_poly_deg4",46,1.07833252304478,0.255192940977775,1.41799397123389
"func_poly_deg4",47,-11.5499241923705,139.864344182876,273.265093032381
"func_poly_deg4",48,1.2107537717098,0.264797244757171,1.73072194046667
"func_poly_deg4",49,-4.08282749131169,57.6680270335261,74.3375073573366
"func_poly_deg4",50,1.00647010843666,0.240352388534477,1.25333446771098
"func_poly_deg4",51,1.11892505139975,0.347656413998395,1.59964968464833
"func_poly_deg4",52,1.01384403285818,0.285852288650369,1.3137320116125
"func_poly_deg4",53,1.04568397596998,0.257227142786605,1.35068212038698
"func_poly_deg4",54,0.998343503139225,0.353690853026767,1.35038060328707
"func_poly_deg4",55,-0.15454977721126,0.572529781537921,0.596415415173971
"func_poly_deg4",56,-0.428721740673773,2.28314986884269,2.46695219976904
"func_poly_deg4",57,1.20776885176498,0.298097811019936,1.75680341031363
"func_poly_deg4",58,-7.64378775655998,134.391157815075,192.818649082411
"func_poly_deg4",59,1.05994813410687,0.33041482220186,1.45390486919849
"func_poly_deg4",60,-3.75949100968728,68.2418946375242,82.3756672894436
"func_poly_deg4",61,-5.30368642230961,34.5364926068441,62.6655822730354
"func_poly_deg4",62,1.05287861446662,0.261760790079952,1.37031416688109
"func_poly_deg4",63,1.16232552036758,0.240392917677121,1.59139353297488
"func_poly_deg4",64,1.21025051027493,0.247705641560018,1.71241193918075
"func_poly_deg4",65,-2.7474838026498,28.6034751573759,36.1521424031989
"func_poly_deg4",66,-13.6452289131256,216.68069772448,402.872969816079
