"Function","rho","test_id","bias","variance","mse"
"func_cos",0,59,-0.0513462730550038,0.018720466519866,0.021356906276505
"func_cos",0,60,0.00257831580515755,0.0163296879982731,0.0163363357106642
"func_cos",0,61,-0.00155040303799087,0.0049203787504671,0.00492278250004731
"func_cos",0,62,-0.138813053499926,0.0395350928310108,0.0588041566529841
"func_cos",0,63,-0.0712976231800374,0.0559013420160677,0.0609846930871903
"func_cos",0,64,-0.103365750180907,0.0450659844710609,0.0557504627815227
"func_cos",0,65,-0.150162390943839,0.0754555691711227,0.0980043128250929
"func_cos",0,66,-0.0607700374086031,0.0118558915009073,0.0155488889475503
"func_cos",0,67,-0.127726423774176,0.0299449950191849,0.0462590343493254
"func_cos",0,68,-0.0560735495028814,0.012630201044004,0.0157744439978561
"func_cos",0,69,-0.071145706150049,0.0291417073911234,0.0342034188947125
"func_cos",0,70,0.0633348057309212,0.00169819133369318,0.00570948895066671
"func_cos",0,71,-0.0195707297098145,0.00399116035466153,0.00437417381603614
"func_cos",0,72,-0.0649610018520601,0.0302137149125041,0.0344336466741275
"func_cos",0,73,-0.0817885532737249,0.0191596639564778,0.0258490314030867
"func_cos",0,74,0.0148406287110825,0.0098081768454651,0.0100284211060053
"func_cos",0,75,-0.0537172222710597,0.00498580587683722,0.00787134584535566
"func_cos",0,76,-0.131993843771472,0.0369405511367208,0.0543629259302885
"func_cos",0,77,-0.0667214203773809,0.0705159064044046,0.0749676543415798
"func_cos",0,78,-0.0920056684974115,0.0508524159438314,0.059317458979487
"func_cos",0,79,-0.0659127125705489,0.0519324872534496,0.0562769729318574
"func_cos",0,80,-0.206961190508634,0.206823213194554,0.249656147571305
"func_cos",0,81,-0.162092860140706,0.0757173873642234,0.101991482672818
"func_cos",0,82,-0.16768800697444,0.0875370024054319,0.115656270088492
"func_cos",0,83,-0.0125357901224672,0.00975121373499929,0.00990835976899383
"func_cos",0,84,-0.0965178602280605,0.0253583746600897,0.0346740720030931
"func_cos",0,85,-0.162537214312113,0.0531878016194567,0.0796061476557984
"func_cos",0,86,-0.11052887613876,0.0524969103744598,0.0647135428349573
"func_cos",0,87,-0.180277954571137,0.0442224838861323,0.0767226247904851
"func_cos",0,88,-0.0677258524540657,0.023958532705755,0.0285453237963849
"func_cos",0,89,-0.109562954536753,0.0559438413979953,0.067947882404818
"func_cos",0,90,-0.0421677442665736,0.00680439803407392,0.00858251669060507
"func_cos",0,91,-0.0874598554903355,0.0356584193533574,0.0433076456757477
"func_cos",0,92,0.0384319773965067,0.00311015284334294,0.00458716972994854
"func_cos",0,93,-0.0607241872328174,0.0160124635727597,0.019699890487846
"func_cos",0,94,-0.108068234696796,0.0258960022295427,0.0375747455800244
"func_cos",0,95,-0.287292339083369,0.121084060798973,0.203620948894966
"func_cos",0,96,-0.0179557559067794,0.00963410461428833,0.00995651378447218
"func_cos",0,97,0.0126305964636623,0.00355576508744139,0.00371529705446927
"func_cos",0,98,0.0273255331775116,0.00388637790604953,0.00463306266948482
"func_cos",0,99,-0.120769986972234,0.033484618071888,0.0480700078251615
"func_cos",0,100,-0.0876171819504593,0.0221143527272617,0.0297911233002016
"func_cos",0.1,1,-0.128267146277297,0.0311269059992111,0.0475793668133325
"func_cos",0.1,2,0.000360479479659642,0.00301383007630697,0.00301396002176222
"func_cos",0.1,3,-0.171002282511713,0.0417165433514907,0.0709583239757064
"func_cos",0.1,4,-0.0276832013431598,0.00758206082125152,0.00834842045785744
"func_cos",0.1,5,-0.0431536016651528,0.00917809019425597,0.0110403235309307
"func_cos",0.1,6,0.0078616534862164,0.00477777602544528,0.00483958162098262
"func_cos",0.1,7,0.0357654007519211,0.00791060932049279,0.00918977321143831
"func_cos",0.1,8,-0.0103136630405489,0.00351974539198078,0.00362611703729477
"func_cos",0.1,9,-0.113845815904313,0.0390684573592129,0.0520293271581316
"func_cos",0.1,10,0.0439535051265231,0.0056200180709517,0.007551928683859
"func_cos",0.1,11,-0.230859996667712,0.116468476968333,0.169764815029749
"func_cos",0.1,12,-0.132140421747706,0.0261448104671564,0.0436059015268181
"func_cos",0.1,13,0.0079832616019378,0.00217063750042133,0.00223436996622631
"func_cos",0.1,14,-0.187729025645532,0.17974626156717,0.214988448636991
"func_cos",0.1,15,-0.0203666676732616,0.00566654257181753,0.00608134372393061
"func_cos",0.1,16,-0.135642027811579,0.0529501267892463,0.0713488864980834
"func_cos",0.1,17,-0.11280103003478,0.0225828808934575,0.0353069532703649
"func_cos",0.1,18,-0.125860372094909,0.0213736370604454,0.0372144703243144
"func_cos",0.1,19,-0.117859764827655,0.0324582506911894,0.0463491748564195
"func_cos",0.1,20,-0.0758934287719921,0.0175725533842403,0.0233323659150097
"func_cos",0.1,21,-0.0837110350340934,0.044102232649002,0.0511097700354812
"func_cos",0.1,22,0.0432590712879683,0.00440635759734958,0.0062777048460471
"func_cos",0.1,23,-0.111863039667878,0.0695936821228729,0.0821070217666101
"func_cos",0.1,24,-0.114602872541545,0.0765397614464084,0.089673579841182
"func_cos",0.1,25,-0.159613966131471,0.0787802434397497,0.104256861623968
"func_cos",0.1,26,-0.0998717681680112,0.0181330976719537,0.0281074677489587
"func_cos",0.1,27,-0.0233642514035752,0.0141444911142286,0.0146903793578781
"func_cos",0.1,28,-0.170290862769667,0.0558648039799335,0.084863781922771
"func_cos",0.1,29,-0.012566626433239,0.00726403083042824,0.00742195093034082
"func_cos",0.1,30,-0.098936754271431,0.0679929770379432,0.0777814583837087
"func_cos",0.1,31,-0.0990631085837935,0.0145194901142186,0.0243329895965031
"func_cos",0.1,32,0.0409158251927362,0.0134992030871231,0.0151733078383257
"func_cos",0.1,33,-0.0588264423486822,0.0317451178426884,0.0352056681620912
"func_cos",0.1,34,-0.141164086447457,0.0629401830764153,0.0828674823789603
"func_cos",0.1,35,-0.111881148179274,0.0642975419853127,0.0768149333032254
"func_cos",0.1,36,0.00130933546201961,0.00400630858348138,0.00400802294283348
"func_cos",0.1,37,0.0192220499525685,0.00380531304261824,0.00417480024699727
"func_cos",0.1,38,-0.0624167580623006,0.00767991584288313,0.0115757675298909
"func_cos",0.1,39,-0.0359812586380713,0.159580361549982,0.160875012523162
"func_cos",0.1,40,-0.090414055370249,0.0171593391019937,0.0253340405104881
"func_cos",0.1,41,-0.0966390524636259,0.00954590923668385,0.0188850156977513
"func_cos",0.1,42,-0.0889892537636647,0.00998324151315175,0.0179023287985657
"func_cos",0.1,43,-0.0979716941302592,0.0262516808793648,0.0358501337301179
"func_cos",0.1,44,-0.139019180825782,0.0887895153288459,0.108115847966317
"func_cos",0.1,45,-0.0615830580210713,0.00640198660522677,0.0101944596404534
"func_cos",0.1,46,0.00167468264874909,0.00189768642765108,0.0019004909896251
"func_cos",0.1,47,-0.0661080805008916,0.0685480142687152,0.0729182925762276
"func_cos",0.1,48,-0.117800826008088,0.0216623619153186,0.0355393965235064
"func_cos",0.1,49,-0.184594338476007,0.111499174693663,0.145574244491058
"func_cos",0.1,50,-0.0448918415830017,0.0943300091245518,0.0963452865652651
"func_cos",0.1,51,-0.136144978027681,0.126989650468095,0.145525105510252
"func_cos",0.1,52,-0.0796315893453541,0.040631807713069,0.0469729977347361
"func_cos",0.1,53,-0.124566348811911,0.0184013143848874,0.033918089641218
"func_cos",0.1,54,-0.0252826545528237,0.0637248706254107,0.0643640832466481
"func_cos",0.1,55,-0.115049566833103,0.0269615284595638,0.0401979312880485
"func_cos",0.1,56,-0.128080767645035,0.0520197279069069,0.0684244109474484
"func_cos",0.1,57,-0.0292142145785622,0.0305228043689128,0.0313762747023551
"func_cos",0.1,58,-0.172245728467106,0.0506535661452035,0.0803221571203673
"func_cos",0.1,59,-0.00594326329621064,0.00695451957417057,0.00698984195277866
"func_cos",0.1,60,-0.0753335409278897,0.0345980500067766,0.0402731923955106
"func_cos",0.1,61,-0.0424497932938454,0.00819876366025171,0.0100007486109419
"func_cos",0.1,62,-0.0403590604014736,0.0144193446849591,0.0160481984414489
"func_cos",0.1,63,-0.0444410898755354,0.00973162730851932,0.0117066377778447
"func_cos",0.1,64,0.0405358101791169,0.00366300983093046,0.00530616173780785
"func_cos",0.1,65,-0.117533300345343,0.0193434773496991,0.0331575540397676
"func_cos",0.1,66,-0.0708520982127581,0.00716947021951469,0.012189490040665
"func_cos",0.1,67,-0.0185068942664286,0.0068011068201156,0.00714361195550436
"func_cos",0.1,68,-0.153072090016394,0.128154778474034,0.151585843216021
"func_cos",0.1,69,-0.0729155601581472,0.00527519036463534,0.0105918692778117
"func_cos",0.1,70,-0.0993173149477125,0.0272885505140606,0.0371524795624837
"func_cos",0.1,71,-0.0187861828874603,0.00616618637682929,0.00651910704431039
"func_cos",0.1,72,-0.118516754156644,0.138260557444801,0.152306778460627
"func_cos",0.1,73,-0.0157694753597664,0.00462834808881123,0.00487702444193351
"func_cos",0.1,74,0.0188157804227569,0.00469609797846104,0.00505013157137844
"func_cos",0.1,75,-0.0660483332410297,0.0168412955837852,0.0212036779077033
"func_cos",0.1,76,-0.122288320522828,0.029273188863114,0.0442276221994079
"func_cos",0.1,77,-0.126903662570545,0.0442661962163641,0.0603707357901828
"func_cos",0.1,78,-0.154734863213107,0.275760048044244,0.299702925937823
"func_cos",0.1,79,-0.0140653463115142,0.0035788010595029,0.00377663502636573
"func_cos",0.1,80,-0.131320624362924,0.0565251393204612,0.0737702457035293
"func_cos",0.1,81,-0.173905227972439,0.128146103147602,0.158389131463748
"func_cos",0.1,82,-0.174975624932291,0.0807015035511188,0.111317972871565
"func_cos",0.1,83,0.0173325619090422,0.00258931820111623,0.00288973590344701
"func_cos",0.1,84,-0.0408597299255486,0.0576027223869888,0.0592722399165776
"func_cos",0.1,85,-0.140582576283292,0.17344467378779,0.193208134542238
"func_cos",0.1,86,-0.0914758692592642,0.0482802100278803,0.0566480446846183
"func_cos",0.1,87,-0.076287981950635,0.0391980582684095,0.0450179144585099
"func_cos",0.1,88,-0.123649276676549,0.0203889705101323,0.035678114132766
"func_cos",0.1,89,-0.0617053877731956,0.0220592516968739,0.0258668065771143
"func_cos",0.1,90,-0.0857870581752115,0.0179949376592673,0.0253543570096244
"func_cos",0.1,91,-0.144155583669028,0.0503393430916748,0.0711201753946329
"func_cos",0.1,92,-0.108922132334372,0.0744478944265197,0.0863119253387861
"func_cos",0.1,93,-0.0367965276120414,0.0177917539840374,0.0191457384283411
"func_cos",0.1,94,0.0426912673750278,0.00261061629769209,0.00443316060777821
"func_cos",0.1,95,-0.0640731245981318,0.0183936616842614,0.0224990269800291
"func_cos",0.1,96,-0.0207253415666203,0.0161156462878605,0.0165451860709136
"func_cos",0.1,97,-0.0991597318226186,0.0279171212306332,0.0377497736457668
"func_cos",0.1,98,0.00645477007031175,0.0151303514891451,0.0151720155458057
"func_cos",0.1,99,0.0319316804599447,0.00421483692260332,0.00523446913959933
"func_cos",0.1,100,0.0398681543693064,0.00451933852459983,0.00610880825741468
"func_cos",0.2,1,-0.106231037777392,0.021358129842479,0.0326431632297406
"func_cos",0.2,2,-0.127200984171952,0.12901316158801,0.145193251962323
"func_cos",0.2,3,-0.145520401274642,0.0226173462940121,0.0437935334811448
"func_cos",0.2,4,0.0390479503976955,0.0141912330298482,0.0157159754601091
"func_cos",0.2,5,-0.0577819037886315,0.0136493701369099,0.0169881185423485
"func_cos",0.2,6,-0.0905398420586567,0.055091438246196,0.0632889012462025
"func_cos",0.2,7,-0.0890012969909284,0.0635172540655318,0.0714384849315992
"func_cos",0.2,8,0.0199454063124384,0.00250810309704464,0.0029059223300129
"func_cos",0.2,9,-0.239441285990718,0.204983052262252,0.262315181699141
"func_cos",0.2,10,-0.101677520279287,0.0770337423225219,0.0873720604526667
"func_cos",0.2,11,-0.0656187267351377,0.0131404744841604,0.017446291782501
"func_cos",0.2,12,-0.0221732962883367,0.0123044649719271,0.0127961200402174
"func_cos",0.2,13,-0.127414541358284,0.0289901816521886,0.0452246470017305
"func_cos",0.2,14,0.0142724462228259,0.00280780439447867,0.00301150711566212
"func_cos",0.2,15,-0.0267707674926826,0.0421188790963412,0.0428355530884885
"func_cos",0.2,16,0.0191913439186648,0.00344295080516414,0.00381125848656861
"func_cos",0.2,17,0.0401115495026518,0.00292405272425743,0.00453298912776111
"func_cos",0.2,18,-0.011343831573826,0.01303264333124,0.0131613258460153
"func_cos",0.2,19,-0.0441611782609088,0.0137860754157292,0.0157362850811209
"func_cos",0.2,20,-0.177061830010318,0.0754039672171624,0.106754858863765
"func_cos",0.2,21,-0.0902618047170626,0.013213287185034,0.0213604805758151
"func_cos",0.2,22,-0.0861228381382102,0.0438715202690323,0.0512886635180127
"func_cos",0.2,23,0.0125659568289772,0.00306569897896352,0.00322360224999124
"func_cos",0.2,24,0.0716487448710081,0.0023762747292771,0.00750981737086791
"func_cos",0.2,25,-0.0388134544814507,0.098280042607575,0.0997865268563586
"func_cos",0.2,26,-0.0858340908321689,0.0115356620816397,0.0189031532306247
"func_cos",0.2,27,-0.089230217156144,0.0251651926582544,0.033127224311987
"func_cos",0.2,28,0.0281006628181314,0.0109360039168553,0.0117256511676736
"func_cos",0.2,29,0.0320067807469046,0.00345492565387651,0.00447935966765693
"func_cos",0.2,30,-0.18198457300756,0.0863511330516828,0.119469517864427
"func_cos",0.2,31,-0.124851638311704,0.0792039753603924,0.0947919069495089
"func_cos",0.2,32,-0.0620838703176902,0.00808684825523651,0.0119412552088603
"func_cos",0.2,33,-0.0832983678165972,0.027871322600521,0.0348099406814301
"func_cos",0.2,34,0.0346661501456299,0.00730049722863244,0.0085022391945518
"func_cos",0.2,35,-0.0431064817050901,0.0085048264904881,0.0103629952554794
"func_cos",0.2,36,-0.0365199048621989,0.0436115322247528,0.0449452356758968
"func_cos",0.2,37,0.0396811848741236,0.00587503478751257,0.00744963122052694
"func_cos",0.2,38,-0.0638687708112244,0.00679435352144732,0.010873573406384
"func_cos",0.2,39,-0.0267056516049506,0.0119674659921293,0.0126806578197743
"func_cos",0.2,40,-0.0210294372903391,0.034072241274152,0.0345144785069004
"func_cos",0.2,41,-0.0646998478810247,0.0505299024197928,0.0547159727356206
"func_cos",0.2,42,-0.180591854942185,0.260689027482678,0.293302445554137
"func_cos",0.2,43,-0.149471396974919,0.0437421094087238,0.0660838079223574
"func_cos",0.2,44,-0.0743596013240942,0.0583459355695915,0.0638752858786698
"func_cos",0.2,45,-0.174395578711271,0.204613832234839,0.235027650108878
"func_cos",0.2,46,-0.106055298577804,0.105604211190872,0.116851937547299
"func_cos",0.2,47,-0.115789867745705,0.026501438120579,0.0399087315931469
"func_cos",0.2,48,0.0107564047771797,0.00769478515663858,0.00781048540036912
"func_cos",0.2,49,-0.201878105690567,0.239440307010513,0.280195076567725
"func_cos",0.2,50,-0.00971931464108275,0.00561685459583333,0.00571131967292569
"func_cos",0.2,51,-0.0912857336282016,0.0552701494825328,0.0636032346465717
"func_cos",0.2,52,0.0244986028265055,0.00231868355803341,0.00291886509848428
"func_cos",0.2,53,-0.147831633553358,0.0260938110958839,0.0479480029749381
"func_cos",0.2,54,0.0460829963529327,0.00260544542066265,0.00472908797352706
"func_cos",0.2,55,-0.114854009657294,0.0294728613114338,0.0426643048457916
"func_cos",0.2,56,-0.0107271502413148,0.0712505472244123,0.0713656189767121
"func_cos",0.2,57,-0.160817148191553,0.0921237278750449,0.117985883027509
"func_cos",0.2,58,0.0166533613234011,0.0105481354675528,0.0108254699109205
"func_cos",0.2,59,-0.0124390412502848,0.0243975099944883,0.0245522397417146
"func_cos",0.2,60,-0.11693456632203,0.0311285894743295,0.0448022822752508
"func_cos",0.2,61,-0.0910567534110556,0.0489469043805099,0.0572382367222717
"func_cos",0.2,62,-0.0717556770546,0.0101042564790679,0.0152531336686319
"func_cos",0.2,63,-0.10751958138694,0.0594515016096514,0.0710119619912742
"func_cos",0.2,64,-0.0860620832672632,0.0164088683721413,0.0238155505484426
"func_cos",0.2,65,-0.0152040667652028,0.0203844276411647,0.0206155912873655
"func_cos",0.2,66,-0.069282708469498,0.0344353077187621,0.0392354014116315
"func_cos",0.2,67,0.044449274190201,0.00504939321295594,0.00702513118899162
"func_cos",0.2,68,0.0194424768364755,0.00808623837164451,0.0084642482771814
"func_cos",0.2,69,-0.116368331293984,0.0133381771523513,0.0268797656804978
"func_cos",0.2,70,-0.170334409921249,0.143167627981346,0.172181439184566
"func_cos",0.2,71,0.0218931740431905,0.00242810959177386,0.00290742066145928
"func_cos",0.2,72,-0.0376995321056733,0.0146911508983296,0.0161124056193163
"func_cos",0.2,73,-0.0954383015523181,0.0185546477173182,0.0276631171205094
"func_cos",0.2,74,-0.213565554842283,0.25161664110709,0.297226887322182
"func_cos",0.2,75,-0.0569617421261884,0.0384401542114979,0.0416847942775483
"func_cos",0.2,76,0.0160961507293276,0.00310478070811058,0.00336386677641181
"func_cos",0.2,77,-0.0455971046158435,0.0170256270190549,0.0191047229684031
"func_cos",0.2,78,-0.00261651041483191,0.0139819931823217,0.0139888393090726
"func_cos",0.2,79,-0.0582133745179541,0.0801998123101772,0.0835886092829448
"func_cos",0.2,80,0.0163979493248204,0.00275167416957232,0.0030205669116317
"func_cos",0.2,81,-0.148871436108315,0.0300116256818373,0.0521743301707896
"func_cos",0.2,82,-0.101119455247444,0.0417572098731951,0.051982354102735
"func_cos",0.2,83,-0.0131174612778667,0.0746327156883255,0.0748047834787019
"func_cos",0.2,84,-0.213086117325925,0.178459256330055,0.223864949727093
"func_cos",0.2,85,-0.132722202936811,0.0337113983208622,0.0513265814732622
"func_cos",0.2,86,-0.136686154779758,0.0705857969261557,0.0892689018346318
"func_cos",0.2,87,0.0546015811911852,0.00268954391477238,0.00567087658334997
"func_cos",0.2,88,-0.0419485180490741,0.0134429228941387,0.0152026010606522
"func_cos",0.2,89,-0.0693093899540459,0.0372093982651976,0.0420131898009996
"func_cos",0.2,90,-0.0633829490219808,0.0173025799059975,0.0213199781327205
"func_cos",0.2,91,0.0229012339864195,0.00274728626548353,0.00327175278358426
"func_cos",0.2,92,-0.0251434971289416,0.0194541034417112,0.0200862988895843
"func_cos",0.2,93,0.0517415879708624,0.0024549160778282,0.0051321080035747
"func_cos",0.2,94,-0.14734245501694,0.109168982274856,0.130878781325275
"func_cos",0.2,95,0.0371565798325306,0.00690707676380841,0.00828768818865963
"func_cos",0.2,96,-0.0701905576954077,0.0557994759031064,0.0607261902926988
"func_cos",0.2,97,-0.0962351488925172,0.00573614901908605,0.014997352901451
"func_cos",0.2,98,-0.126371595994817,0.267175708061802,0.283145488336079
"func_cos",0.2,99,-0.00123385550314581,0.00574016631389131,0.00574168871329396
"func_cos",0.2,100,0.0140753456855799,0.00350137911627059,0.00369949447243916
"func_cos",0.3,1,-0.200089477738738,0.0601312818707987,0.10016708097256
"func_cos",0.3,2,-0.116403580111171,0.182514367319371,0.196064160782069
"func_cos",0.3,3,0.0235926823379308,0.00176513167978078,0.0023217463396793
"func_cos",0.3,4,-0.0938979513678918,0.00916771809833291,0.0179845433694199
"func_cos",0.3,5,-0.131827437789251,0.0592688773668579,0.0766473507209366
"func_cos",0.3,6,-0.0173488788291545,0.00594837636942396,0.00624935996605265
"func_cos",0.3,7,-0.0671320631499533,0.00605115262358624,0.0105578665263556
"func_cos",0.3,8,-0.0842487363811594,0.0762614192885766,0.0833592688703987
"func_cos",0.3,9,-0.186047836988391,0.0704720336328466,0.105085831280906
"func_cos",0.3,10,-0.0356283063355926,0.00857460346619253,0.00984397967853535
"func_cos",0.3,11,-0.06486395850651,0.00837952007335796,0.0125868531864922
"func_cos",0.3,12,0.0242962291229225,0.00291533836135752,0.00350564511095107
"func_cos",0.3,13,-0.00227097489631292,0.00522019611261925,0.00522535343959893
"func_cos",0.3,14,-0.0195670240895577,0.00516998591839789,0.00555285435011922
"func_cos",0.3,15,-0.00270571781193032,0.00451776778558444,0.00452508869446224
"func_cos",0.3,16,-0.0331085646563791,0.102502796968771,0.103598974022377
"func_cos",0.3,17,-0.0947123217317544,0.0232217855239856,0.0321922094118049
"func_cos",0.3,18,-0.0581070679826928,0.0136031763727892,0.0169796077223345
"func_cos",0.3,19,-0.0763128261710022,0.0107159019996137,0.0165395494378193
"func_cos",0.3,20,-0.0386962065498557,0.0325189743223264,0.0340163707236755
"func_cos",0.3,21,-0.194272337482774,0.121887132037672,0.159628873148693
"func_cos",0.3,22,-0.133191966549504,0.0388059766712493,0.0565460766245736
"func_cos",0.3,23,0.0249083292593464,0.00848992087923812,0.00911034574573013
"func_cos",0.3,24,-0.0958736084045645,0.0587516919405805,0.0679434407290923
"func_cos",0.3,25,-0.146027760348822,0.0189956294471973,0.0403197362396903
"func_cos",0.3,26,-0.0369991833444725,0.00706977159471531,0.00843871116287321
"func_cos",0.3,27,-0.0330824144456145,0.0392591456127319,0.0403535917582833
"func_cos",0.3,28,-0.0490720674837756,0.0230141644363129,0.0254222322434451
"func_cos",0.3,29,-0.119211999670506,0.0503531537727727,0.0645646546382134
"func_cos",0.3,30,0.00616047798381289,0.0177855606677496,0.0178235121567386
"func_cos",0.3,31,-0.105715807926838,0.0572573849370037,0.0684332169826278
"func_cos",0.3,32,-0.101769640889276,0.0171543072002573,0.0275113670069895
"func_cos",0.3,33,-0.0653802960152298,0.0945166299260787,0.0987912130331178
"func_cos",0.3,34,-0.113472127134132,0.0579060465948153,0.07078197023116
"func_cos",0.3,35,-0.0748470697118582,0.0151257096442136,0.0207277934886654
"func_cos",0.3,36,0.00457947594038349,0.00210128771162636,0.00212225931151491
"func_cos",0.3,37,-8.54458015808746e-06,0.0443438158641772,0.0443438159371871
"func_cos",0.3,38,0.0186021856213347,0.00385183579937474,0.00419787710926533
"func_cos",0.3,39,-0.0159851267247115,0.00483094915070193,0.00508647342710701
"func_cos",0.3,40,-0.0384449569562229,0.00668151910607178,0.00815953382143761
"func_cos",0.3,41,-0.118612271314853,0.110203470294647,0.124272341201115
"func_cos",0.3,42,0.0271648146045335,0.0125026303397741,0.0132405574922728
"func_cos",0.3,43,-0.205291876228669,0.132214599157308,0.174359353602795
"func_cos",0.3,44,-0.101440999332552,0.0159134458831026,0.0262037222286893
"func_cos",0.3,45,-0.0450892644615083,0.0375243417620537,0.0395573835317336
"func_cos",0.3,46,-0.036662956059567,0.00776093504515164,0.00910510739217738
"func_cos",0.3,47,-0.0197131758203741,0.0582001474961211,0.0585887567970461
"func_cos",0.3,48,-0.138527658382804,0.0236010511544785,0.0427909632915012
"func_cos",0.3,49,-0.0838377874713627,0.0136568950913182,0.0206856696994116
"func_cos",0.3,50,-0.0535151177828948,0.0119307543520124,0.0147946221833295
"func_cos",0.3,51,-0.00910095926892471,0.00396150032709972,0.00404432778671435
"func_cos",0.3,52,-0.0223562493901533,0.0148782473120229,0.0153780491988177
"func_cos",0.3,53,0.0280467748374283,0.00510113194995335,0.00588775352873475
"func_cos",0.3,54,-0.0208111173191225,0.00464659124887952,0.0050796938529498
"func_cos",0.3,55,-0.0568492900413566,0.0256059304784747,0.028837772256681
"func_cos",0.3,56,0.0328471536912804,0.00901506997297835,0.0100940054785969
"func_cos",0.3,57,-0.0809636117213224,0.00655211934474194,0.013107225767703
"func_cos",0.3,58,-0.109009408169465,0.0326931918863221,0.044576242955779
"func_cos",0.3,59,-0.168693231149544,0.152952106217338,0.181409512453012
"func_cos",0.3,60,-0.161034693188649,0.0790709423162321,0.105003114726594
"func_cos",0.3,61,-0.133927095743653,0.0519221662087339,0.0698586331830635
